y_rep_rank;car_make_model;fault_rate;mileage;report_year;car_prod_y
95.;Renault Mégane;11.7%;71 000 km;2017;2012
96.;Peugeot 308;12.0%;69 000 km;2017;2012
97.;Citroën C3 Picasso;12.1%;61 000 km;2017;2012
98.;Peugeot 207;12.2%;54 000 km;2017;2012
99.;Citroën C4 Picasso;12.3%;78 000 km;2017;2012
99.;Volkswagen Passat;12.3%;109 000 km;2017;2012
101.;Kia Cee´d;12.4%;67 000 km;2017;2012
102.;Volkswagen CC;12.7%;91 000 km;2017;2012
103.;Hyundai i20;12.8%;54 000 km;2017;2012
103.;Citroën C5;12.8%;101 000 km;2017;2012
105.;Ford S-Max;13.2%;91 000 km;2017;2012
106.;Citroën Berlingo;13.5%;77 000 km;2017;2012
107.;Volkswagen Sharan;13.6%;95 000 km;2017;2012
107.;Ford Mondeo;13.6%;97 000 km;2017;2012
109.;Ford Galaxy;13.7%;103 000 km;2017;2012
109.;Renault Clio;13.7%;53 000 km;2017;2012
111.;Kia Picanto;14.3%;48 000 km;2017;2012
112.;Renault Twingo;14.4%;48 000 km;2017;2012
113.;Dacia Duster;14.6%;68 000 km;2017;2012
114.;Ford Ka;14.7%;49 000 km;2017;2012
115.;Fiat Punto;14.9%;57 000 km;2017;2012
116.;Chevrolet Captiva;15.0%;71 000 km;2017;2012
116.;Fiat 500;15.0%;46 000 km;2017;2012
118.;Chevrolet Spark;15.3%;50 000 km;2017;2012
119.;Volkswagen Fox;15.4%;54 000 km;2017;2012
120.;Chevrolet Cruze;17.8%;64 000 km;2017;2012
121.;Dacia Sandero;18.1%;58 000 km;2017;2012
122.;Fiat Panda;18.4%;50 000 km;2017;2012
123.;Renault Kangoo;18.5%;69 000 km;2017;2012
124.;Dacia Logan;22.6%;72 000 km;2017;2012
1.;Mazda 3;6.8%;75 000 km;2017;2011
2.;Porsche 911;7.4%;55 000 km;2017;2011
3.;Audi TT;7.7%;79 000 km;2017;2011
4.;BMW X1;8.0%;84 000 km;2017;2011
5.;Toyota Avensis;8.1%;93 000 km;2017;2011
6.;Audi Q5;8.8%;113 000 km;2017;2011
6.;Volkswagen Golf Plus;8.8%;76 000 km;2017;2011
8.;Mercedes-Benz GLK;8.9%;99 000 km;2017;2011
9.;Toyota Yaris;9.8%;71 000 km;2017;2011
10.;Mercedes-Benz E;10.1%;125 000 km;2017;2011
10.;Mercedes-Benz SLK;10.1%;61 000 km;2017;2011
12.;Volkswagen Golf;10.5%;93 000 km;2017;2011
13.;Ford Kuga;10.7%;102 000 km;2017;2011
14.;Audi A4;10.8%;117 000 km;2017;2011
14.;Ford Fusion;10.8%;67 000 km;2017;2011
14.;Volvo XC60;10.8%;123 000 km;2017;2011
14.;Opel Insignia;10.8%;96 000 km;2017;2011
18.;Audi A3;10.9%;96 000 km;2017;2011
18.;Mitsubishi Colt;10.9%;74 000 km;2017;2011
20.;Honda CRV;11.1%;96 000 km;2017;2011
21.;Honda Jazz;11.2%;72 000 km;2017;2011
21.;Renault Scénic;11.2%;85 000 km;2017;2011
23.;BMW Mini;11.3%;76 000 km;2017;2011
23.;Volkswagen EOS;11.3%;82 000 km;2017;2011
25.;Toyota Aygo;11.6%;67 000 km;2017;2011
26.;Toyota Auris;11.7%;77 000 km;2017;2011
26.;Mercedes-Benz A;11.7%;71 000 km;2017;2011
28.;Mazda 2;11.8%;72 000 km;2017;2011
29.;Mercedes-Benz C;12.2%;103 000 km;2017;2011
29.;Toyota RAV4;12.2%;86 000 km;2017;2011
31.;Toyota Corolla Verso;12.3%;99 000 km;2017;2011
31.;Ford C-Max;12.3%;93 000 km;2017;2011
33.;Volkswagen Touran;12.4%;113 000 km;2017;2011
33.;Peugeot 107;12.4%;65 000 km;2017;2011
35.;Smart Fortwo;12.7%;60 000 km;2017;2011
36.;Suzuki SX4;12.8%;78 000 km;2017;2011
37.;Škoda Superb;12.9%;110 000 km;2017;2011
38.;BMW 1;13.1%;90 000 km;2017;2011
38.;Mercedes-Benz B;13.1%;80 000 km;2017;2011
40.;Opel Meriva;13.2%;69 000 km;2017;2011
40.;Škoda Octavia;13.2%;112 000 km;2017;2011
42.;Hyundai i20;13.4%;67 000 km;2017;2011
42.;Ford Fiesta;13.4%;72 000 km;2017;2011
42.;Honda Civic;13.4%;85 000 km;2017;2011
45.;Citroën C1;13.5%;69 000 km;2017;2011
45.;Mercedes-Benz CLK;13.5%;80 000 km;2017;2011
45.;Volkswagen New Beetle;13.5%;69 000 km;2017;2011
48.;Volkswagen Scirocco;13.7%;89 000 km;2017;2011
48.;Volkswagen Tiguan;13.7%;96 000 km;2017;2011
50.;BMW 3;13.8%;111 000 km;2017;2011
51.;Volvo V70;13.9%;139 000 km;2017;2011
51.;Volkswagen Caddy Life;13.9%;110 000 km;2017;2011
53.;Opel Astra;14.0%;92 000 km;2017;2011
54.;Opel Agila;14.1%;56 000 km;2017;2011
55.;Audi A6;14.2%;146 000 km;2017;2011
56.;Mazda 6;14.3%;98 000 km;2017;2011
56.;Škoda Fabia;14.3%;80 000 km;2017;2011
58.;Volkswagen Touareg;14.7%;127 000 km;2017;2011
58.;Opel Corsa;14.7%;71 000 km;2017;2011
60.;Volkswagen Polo;14.9%;73 000 km;2017;2011
60.;Škoda Roomster;14.9%;88 000 km;2017;2011
62.;Renault Modus;15.0%;65 000 km;2017;2011
62.;Seat Ibiza;15.0%;83 000 km;2017;2011
62.;Nissan Micra;15.0%;69 000 km;2017;2011
65.;Opel Zafira;15.2%;102 000 km;2017;2011
66.;Nissan Note;15.3%;79 000 km;2017;2011
67.;BMW 5;15.4%;136 000 km;2017;2011
67.;Suzuki Grand Vitara;15.4%;87 000 km;2017;2011
69.;Ford Ka;15.6%;61 000 km;2017;2011
70.;Volkswagen Passat CC;15.7%;117 000 km;2017;2011
70.;BMW X5;15.7%;129 000 km;2017;2011
72.;Hyundai Matrix;15.8%;74 000 km;2017;2011
73.;Citroën C3 Picasso;16.0%;78 000 km;2017;2011
73.;Peugeot 308;16.0%;92 000 km;2017;2011
75.;Volvo S40;16.2%;118 000 km;2017;2011
76.;BMW X3;16.3%;107 000 km;2017;2011
76.;Hyundai i30;16.3%;86 000 km;2017;2011
78.;Renault Mégane;16.5%;84 000 km;2017;2011
79.;Seat Altea;16.6%;93 000 km;2017;2011
80.;Suzuki Jimny;16.8%;69 000 km;2017;2011
80.;Citroën Berlingo;16.8%;101 000 km;2017;2011
82.;Ford Focus;17.1%;97 000 km;2017;2011
83.;Mercedes-Benz M;17.2%;129 000 km;2017;2011
83.;Kia Sportage;17.2%;89 000 km;2017;2011
85.;Ford S-Max;17.3%;123 000 km;2017;2011
86.;Seat Leon;17.6%;96 000 km;2017;2011
86.;Citroën C4 Picasso;17.6%;102 000 km;2017;2011
88.;Mitsubishi Outlander;17.7%;104 000 km;2017;2011
89.;Ford Mondeo;17.8%;128 000 km;2017;2011
90.;Renault Laguna;17.9%;108 000 km;2017;2011
91.;Suzuki Swift;18.2%;77 000 km;2017;2011
92.;Hyundai i10;18.3%;61 000 km;2017;2011
93.;Citroën C5;18.7%;117 000 km;2017;2011
94.;Citroën C3;18.9%;68 000 km;2017;2011
94.;Fiat 500;18.9%;66 000 km;2017;2011
96.;Mazda 5;19.2%;93 000 km;2017;2011
97.;Kia Cee´d;19.3%;91 000 km;2017;2011
98.;Kia Sorento;19.4%;113 000 km;2017;2011
98.;Nissan Qashqai;19.4%;91 000 km;2017;2011
100.;Volkswagen Passat;19.6%;143 000 km;2017;2011
101.;Renault Clio;19.8%;73 000 km;2017;2011
102.;Kia Picanto;20.1%;62 000 km;2017;2011
103.;Dacia Sandero;20.3%;73 000 km;2017;2011
104.;Fiat Punto;20.4%;78 000 km;2017;2011
105.;Peugeot 207;20.7%;74 000 km;2017;2011
106.;Ford Galaxy;20.9%;135 000 km;2017;2011
107.;Kia Rio;21.1%;79 000 km;2017;2011
108.;Fiat Panda;21.6%;64 000 km;2017;2011
109.;Volkswagen Sharan;21.8%;131 000 km;2017;2011
110.;Hyundai Tuscon;22.3%;89 000 km;2017;2011
111.;Citroën C4;23.7%;85 000 km;2017;2011
112.;Volkswagen Fox;23.8%;72 000 km;2017;2011
112.;Renault Twingo;23.8%;66 000 km;2017;2011
114.;Dacia Logan;25.1%;97 000 km;2017;2011
115.;Renault Kangoo;27.3%;94 000 km;2017;2011
116.;Chevrolet Captiva;29.4%;107 000 km;2017;2011
117.;Chevrolet Matis;31.6%;60 000 km;2017;2011
1.;Mazda 3;6.8%;75 000 km;2017;2010
2.;Porsche 911;7.4%;55 000 km;2017;2010
3.;Audi TT;7.7%;79 000 km;2017;2010
4.;BMW X1;8.0%;84 000 km;2017;2010
5.;Toyota Avensis;8.1%;93 000 km;2017;2010
6.;Audi Q5;8.8%;113 000 km;2017;2010
6.;Volkswagen Golf Plus;8.8%;76 000 km;2017;2010
8.;Mercedes-Benz GLK;8.9%;99 000 km;2017;2010
9.;Toyota Yaris;9.8%;71 000 km;2017;2010
10.;Mercedes-Benz E;10.1%;125 000 km;2017;2010
10.;Mercedes-Benz SLK;10.1%;61 000 km;2017;2010
12.;Volkswagen Golf;10.5%;93 000 km;2017;2010
13.;Ford Kuga;10.7%;102 000 km;2017;2010
14.;Audi A4;10.8%;117 000 km;2017;2010
14.;Ford Fusion;10.8%;67 000 km;2017;2010
14.;Volvo XC60;10.8%;123 000 km;2017;2010
14.;Opel Insignia;10.8%;96 000 km;2017;2010
18.;Audi A3;10.9%;96 000 km;2017;2010
18.;Mitsubishi Colt;10.9%;74 000 km;2017;2010
20.;Honda CRV;11.1%;96 000 km;2017;2010
21.;Honda Jazz;11.2%;72 000 km;2017;2010
21.;Renault Scénic;11.2%;85 000 km;2017;2010
23.;BMW Mini;11.3%;76 000 km;2017;2010
23.;Volkswagen EOS;11.3%;82 000 km;2017;2010
25.;Toyota Aygo;11.6%;67 000 km;2017;2010
26.;Toyota Auris;11.7%;77 000 km;2017;2010
26.;Mercedes-Benz A;11.7%;71 000 km;2017;2010
28.;Mazda 2;11.8%;72 000 km;2017;2010
29.;Mercedes-Benz C;12.2%;103 000 km;2017;2010
29.;Toyota RAV4;12.2%;86 000 km;2017;2010
31.;Toyota Corolla Verso;12.3%;99 000 km;2017;2010
31.;Ford C-Max;12.3%;93 000 km;2017;2010
33.;Volkswagen Touran;12.4%;113 000 km;2017;2010
33.;Peugeot 107;12.4%;65 000 km;2017;2010
35.;Smart Fortwo;12.7%;60 000 km;2017;2010
36.;Suzuki SX4;12.8%;78 000 km;2017;2010
37.;Škoda Superb;12.9%;110 000 km;2017;2010
38.;BMW 1;13.1%;90 000 km;2017;2010
38.;Mercedes-Benz B;13.1%;80 000 km;2017;2010
40.;Opel Meriva;13.2%;69 000 km;2017;2010
40.;Škoda Octavia;13.2%;112 000 km;2017;2010
42.;Hyundai i20;13.4%;67 000 km;2017;2010
42.;Ford Fiesta;13.4%;72 000 km;2017;2010
42.;Honda Civic;13.4%;85 000 km;2017;2010
45.;Citroën C1;13.5%;69 000 km;2017;2010
45.;Mercedes-Benz CLK;13.5%;80 000 km;2017;2010
45.;Volkswagen New Beetle;13.5%;69 000 km;2017;2010
48.;Volkswagen Scirocco;13.7%;89 000 km;2017;2010
48.;Volkswagen Tiguan;13.7%;96 000 km;2017;2010
50.;BMW 3;13.8%;111 000 km;2017;2010
51.;Volvo V70;13.9%;139 000 km;2017;2010
51.;Volkswagen Caddy Life;13.9%;110 000 km;2017;2010
53.;Opel Astra;14.0%;92 000 km;2017;2010
54.;Opel Agila;14.1%;56 000 km;2017;2010
55.;Audi A6;14.2%;146 000 km;2017;2010
56.;Mazda 6;14.3%;98 000 km;2017;2010
56.;Škoda Fabia;14.3%;80 000 km;2017;2010
58.;Volkswagen Touareg;14.7%;127 000 km;2017;2010
58.;Opel Corsa;14.7%;71 000 km;2017;2010
60.;Volkswagen Polo;14.9%;73 000 km;2017;2010
60.;Škoda Roomster;14.9%;88 000 km;2017;2010
62.;Renault Modus;15.0%;65 000 km;2017;2010
62.;Seat Ibiza;15.0%;83 000 km;2017;2010
62.;Nissan Micra;15.0%;69 000 km;2017;2010
65.;Opel Zafira;15.2%;102 000 km;2017;2010
66.;Nissan Note;15.3%;79 000 km;2017;2010
67.;BMW 5;15.4%;136 000 km;2017;2010
67.;Suzuki Grand Vitara;15.4%;87 000 km;2017;2010
69.;Ford Ka;15.6%;61 000 km;2017;2010
70.;Volkswagen Passat CC;15.7%;117 000 km;2017;2010
70.;BMW X5;15.7%;129 000 km;2017;2010
72.;Hyundai Matrix;15.8%;74 000 km;2017;2010
73.;Citroën C3 Picasso;16.0%;78 000 km;2017;2010
73.;Peugeot 308;16.0%;92 000 km;2017;2010
75.;Volvo S40;16.2%;118 000 km;2017;2010
76.;BMW X3;16.3%;107 000 km;2017;2010
76.;Hyundai i30;16.3%;86 000 km;2017;2010
78.;Renault Mégane;16.5%;84 000 km;2017;2010
79.;Seat Altea;16.6%;93 000 km;2017;2010
80.;Suzuki Jimny;16.8%;69 000 km;2017;2010
80.;Citroën Berlingo;16.8%;101 000 km;2017;2010
82.;Ford Focus;17.1%;97 000 km;2017;2010
83.;Mercedes-Benz M;17.2%;129 000 km;2017;2010
83.;Kia Sportage;17.2%;89 000 km;2017;2010
85.;Ford S-Max;17.3%;123 000 km;2017;2010
86.;Seat Leon;17.6%;96 000 km;2017;2010
86.;Citroën C4 Picasso;17.6%;102 000 km;2017;2010
88.;Mitsubishi Outlander;17.7%;104 000 km;2017;2010
89.;Ford Mondeo;17.8%;128 000 km;2017;2010
90.;Renault Laguna;17.9%;108 000 km;2017;2010
91.;Suzuki Swift;18.2%;77 000 km;2017;2010
92.;Hyundai i10;18.3%;61 000 km;2017;2010
93.;Citroën C5;18.7%;117 000 km;2017;2010
94.;Citroën C3;18.9%;68 000 km;2017;2010
94.;Fiat 500;18.9%;66 000 km;2017;2010
96.;Mazda 5;19.2%;93 000 km;2017;2010
97.;Kia Cee´d;19.3%;91 000 km;2017;2010
98.;Kia Sorento;19.4%;113 000 km;2017;2010
98.;Nissan Qashqai;19.4%;91 000 km;2017;2010
100.;Volkswagen Passat;19.6%;143 000 km;2017;2010
101.;Renault Clio;19.8%;73 000 km;2017;2010
102.;Kia Picanto;20.1%;62 000 km;2017;2010
103.;Dacia Sandero;20.3%;73 000 km;2017;2010
104.;Fiat Punto;20.4%;78 000 km;2017;2010
105.;Peugeot 207;20.7%;74 000 km;2017;2010
106.;Ford Galaxy;20.9%;135 000 km;2017;2010
107.;Kia Rio;21.1%;79 000 km;2017;2010
108.;Fiat Panda;21.6%;64 000 km;2017;2010
109.;Volkswagen Sharan;21.8%;131 000 km;2017;2010
110.;Hyundai Tuscon;22.3%;89 000 km;2017;2010
111.;Citroën C4;23.7%;85 000 km;2017;2010
112.;Volkswagen Fox;23.8%;72 000 km;2017;2010
112.;Renault Twingo;23.8%;66 000 km;2017;2010
114.;Dacia Logan;25.1%;97 000 km;2017;2010
115.;Renault Kangoo;27.3%;94 000 km;2017;2010
116.;Chevrolet Captiva;29.4%;107 000 km;2017;2010
117.;Chevrolet Matis;31.6%;60 000 km;2017;2010
1.;Porsche 911;9.9%;65 000 km;2017;2009
2.;Audi TT;11.5%;95 000 km;2017;2009
3.;Mazda 2;12.4%;80 000 km;2017;2009
4.;Mercedes-Benz SLK;12.8%;76 000 km;2017;2009
5.;Toyota Auris;12.9%;95 000 km;2017;2009
6.;Volkswagen Golf Plus;13.0%;100 000 km;2017;2009
7.;Toyota Corolla Verso;13.2%;120 000 km;2017;2009
8.;Toyota Yaris;14.5%;89 000 km;2017;2009
9.;Mercedes-Benz C;14.7%;112 000 km;2017;2009
10.;BMW Mini;14.9%;92 000 km;2017;2009
11.;Mercedes-Benz A;15.0%;91 000 km;2017;2009
11.;Ford Fusion;15.0%;84 000 km;2017;2009
11.;Smart Fortwo;15.0%;71 000 km;2017;2009
14.;Volkswagen Tiguan;15.7%;110 000 km;2017;2009
15.;Volkswagen Golf;15.8%;117 000 km;2017;2009
16.;Peugeot 107;15.9%;85 000 km;2017;2009
17.;Toyota Aygo;16.2%;86 000 km;2017;2009
18.;Honda CRV;16.4%;113 000 km;2017;2009
18.;Audi A3;16.4%;122 000 km;2017;2009
20.;Suzuki SX4;16.5%;94 000 km;2017;2009
20.;Volkswagen EOS;16.5%;99 000 km;2017;2009
22.;Ford Fiesta;16.6%;89 000 km;2017;2009
22.;Volkswagen New Beetle;16.6%;88 000 km;2017;2009
24.;Mercedes-Benz B;17.0%;96 000 km;2017;2009
25.;Mitsubishi Colt;17.1%;93 000 km;2017;2009
26.;Toyota Avensis;17.3%;130 000 km;2017;2009
27.;Honda Jazz;17.5%;91 000 km;2017;2009
28.;Opel Agila;17.7%;79 000 km;2017;2009
29.;Toyota RAV4;17.8%;113 000 km;2017;2009
30.;Citroën C1;17.9%;89 000 km;2017;2009
30.;Honda Civic;17.9%;107 000 km;2017;2009
30.;BMW X5;17.9%;156 000 km;2017;2009
33.;Opel Corsa;18.0%;87 000 km;2017;2009
33.;Ford S-Max;18.0%;143 000 km;2017;2009
35.;Suzuki Grand Vitara;18.1%;102 000 km;2017;2009
36.;Audi A4;18.2%;143 000 km;2017;2009
36.;Volkswagen Touran;18.2%;139 000 km;2017;2009
38.;Mercedes-Benz CLK;18.4%;100 000 km;2017;2009
38.;BMW X3;18.4%;133 000 km;2017;2009
40.;Hyundai Getz;18.6%;88 000 km;2017;2009
41.;BMW 3;19.4%;131 000 km;2017;2009
41.;Suzuki Jimny;19.4%;82 000 km;2017;2009
43.;Ford Galaxy;19.7%;160 000 km;2017;2009
43.;Volkswagen Caddy Life;19.7%;138 000 km;2017;2009
43.;Opel Meriva;19.7%;85 000 km;2017;2009
46.;BMW 1;19.8%;114 000 km;2017;2009
47.;Ford C-Max;19.9%;109 000 km;2017;2009
48.;Škoda Octavia;20.1%;140 000 km;2017;2009
49.;Mazda 6;20.2%;123 000 km;2017;2009
49.;Seat Altea;20.2%;116 000 km;2017;2009
51.;Opel Zafira;20.5%;126 000 km;2017;2009
52.;Audi A6;20.7%;171 000 km;2017;2009
52.;Volkswagen Touareg;20.7%;153 000 km;2017;2009
54.;Mitsubishi Outlander;20.9%;122 000 km;2017;2009
55.;Kia Cee´d;21.1%;111 000 km;2017;2009
55.;Seat Leon;21.1%;121 000 km;2017;2009
57.;Opel Astra;21.4%;114 000 km;2017;2009
58.;Škoda Roomster;21.6%;116 000 km;2017;2009
59.;Hyundai Matrix;21.7%;92 000 km;2017;2009
59.;Suzuki Swift;21.7%;90 000 km;2017;2009
59.;Opel Vectra;21.7%;136 000 km;2017;2009
59.;BMW 5;21.7%;159 000 km;2017;2009
63.;Ford Mondeo;21.8%;143 000 km;2017;2009
64.;Mercedes-Benz M;22.1%;150 000 km;2017;2009
65.;Citroën C4 Picasso;22.3%;130 000 km;2017;2009
66.;Volvo S40;22.4%;136 000 km;2017;2009
67.;Ford Focus;22.7%;115 000 km;2017;2009
68.;Kia Sportage;22.8%;109 000 km;2017;2009
69.;Mazda 3;22.9%;98 000 km;2017;2009
69.;Nissan Qashqai;22.9%;109 000 km;2017;2009
71.;Volkswagen Polo;23.3%;96 000 km;2017;2009
71.;Nissan Note;23.3%;102 000 km;2017;2009
73.;Volkswagen Passat;23.6%;166 000 km;2017;2009
74.;Škoda Fabia;23.9%;107 000 km;2017;2009
75.;Renault Modus;24.0%;84 000 km;2017;2009
76.;Mercedes-Benz E;24.4%;159 000 km;2017;2009
76.;Citroën C3;24.4%;87 000 km;2017;2009
78.;Volvo V70;24.5%;178 000 km;2017;2009
79.;Hyundai Tuscon;24.6%;107 000 km;2017;2009
80.;Nissan Micra;24.7%;87 000 km;2017;2009
81.;Mazda 5;24.9%;121 000 km;2017;2009
82.;Renault Clio;25.0%;92 000 km;2017;2009
83.;Fiat Panda;25.5%;86 000 km;2017;2009
84.;Hyundai Atos;25.7%;73 000 km;2017;2009
85.;Peugeot 207;25.8%;89 000 km;2017;2009
86.;Kia Picanto;26.7%;88 000 km;2017;2009
86.;Kia Rio;26.7%;101 000 km;2017;2009
88.;Renault Scénic;26.8%;114 000 km;2017;2009
89.;Fiat Punto;26.9%;99 000 km;2017;2009
90.;Seat Ibiza;27.2%;103 000 km;2017;2009
91.;Citroën C4;27.7%;109 000 km;2017;2009
92.;Citroën Berlingo;28.0%;122 000 km;2017;2009
92.;Volkswagen Fox;28.0%;90 000 km;2017;2009
94.;Kia Sorento;28.1%;133 000 km;2017;2009
94.;Renault Twingo;28.1%;79 000 km;2017;2009
96.;Peugeot 307;28.8%;114 000 km;2017;2009
97.;Ford Ka;29.0%;78 000 km;2017;2009
98.;Alfa Romeo 147;29.3%;106 000 km;2017;2009
99.;Chevrolet Captiva;29.5%;123 000 km;2017;2009
100.;Renault Kangoo;29.9%;115 000 km;2017;2009
101.;Chevrolet Matis;30.0%;73 000 km;2017;2009
102.;Renault Mégane;30.1%;119 000 km;2017;2009
103.;Volkswagen Sharan;30.1%;153 000 km;2017;2009
104.;Dacia Logan;31.5%;111 000 km;2017;2009
105.;Citroën C5;31.9%;141 000 km;2017;2009
106.;Renault Laguna;35.3%;139 000 km;2017;2009
1.;Porsche 911;9.9%;65 000 km;2017;2008
2.;Audi TT;11.5%;95 000 km;2017;2008
3.;Mazda 2;12.4%;80 000 km;2017;2008
4.;Mercedes-Benz SLK;12.8%;76 000 km;2017;2008
5.;Toyota Auris;12.9%;95 000 km;2017;2008
6.;Volkswagen Golf Plus;13.0%;100 000 km;2017;2008
7.;Toyota Corolla Verso;13.2%;120 000 km;2017;2008
8.;Toyota Yaris;14.5%;89 000 km;2017;2008
9.;Mercedes-Benz C;14.7%;112 000 km;2017;2008
10.;BMW Mini;14.9%;92 000 km;2017;2008
11.;Mercedes-Benz A;15.0%;91 000 km;2017;2008
11.;Ford Fusion;15.0%;84 000 km;2017;2008
11.;Smart Fortwo;15.0%;71 000 km;2017;2008
14.;Volkswagen Tiguan;15.7%;110 000 km;2017;2008
15.;Volkswagen Golf;15.8%;117 000 km;2017;2008
16.;Peugeot 107;15.9%;85 000 km;2017;2008
17.;Toyota Aygo;16.2%;86 000 km;2017;2008
18.;Honda CRV;16.4%;113 000 km;2017;2008
18.;Audi A3;16.4%;122 000 km;2017;2008
20.;Suzuki SX4;16.5%;94 000 km;2017;2008
20.;Volkswagen EOS;16.5%;99 000 km;2017;2008
22.;Ford Fiesta;16.6%;89 000 km;2017;2008
22.;Volkswagen New Beetle;16.6%;88 000 km;2017;2008
24.;Mercedes-Benz B;17.0%;96 000 km;2017;2008
25.;Mitsubishi Colt;17.1%;93 000 km;2017;2008
26.;Toyota Avensis;17.3%;130 000 km;2017;2008
27.;Honda Jazz;17.5%;91 000 km;2017;2008
28.;Opel Agila;17.7%;79 000 km;2017;2008
29.;Toyota RAV4;17.8%;113 000 km;2017;2008
30.;Citroën C1;17.9%;89 000 km;2017;2008
30.;Honda Civic;17.9%;107 000 km;2017;2008
30.;BMW X5;17.9%;156 000 km;2017;2008
33.;Opel Corsa;18.0%;87 000 km;2017;2008
33.;Ford S-Max;18.0%;143 000 km;2017;2008
35.;Suzuki Grand Vitara;18.1%;102 000 km;2017;2008
36.;Audi A4;18.2%;143 000 km;2017;2008
36.;Volkswagen Touran;18.2%;139 000 km;2017;2008
38.;Mercedes-Benz CLK;18.4%;100 000 km;2017;2008
38.;BMW X3;18.4%;133 000 km;2017;2008
40.;Hyundai Getz;18.6%;88 000 km;2017;2008
41.;BMW 3;19.4%;131 000 km;2017;2008
41.;Suzuki Jimny;19.4%;82 000 km;2017;2008
43.;Ford Galaxy;19.7%;160 000 km;2017;2008
43.;Volkswagen Caddy Life;19.7%;138 000 km;2017;2008
43.;Opel Meriva;19.7%;85 000 km;2017;2008
46.;BMW 1;19.8%;114 000 km;2017;2008
47.;Ford C-Max;19.9%;109 000 km;2017;2008
48.;Škoda Octavia;20.1%;140 000 km;2017;2008
49.;Mazda 6;20.2%;123 000 km;2017;2008
49.;Seat Altea;20.2%;116 000 km;2017;2008
51.;Opel Zafira;20.5%;126 000 km;2017;2008
52.;Audi A6;20.7%;171 000 km;2017;2008
52.;Volkswagen Touareg;20.7%;153 000 km;2017;2008
54.;Mitsubishi Outlander;20.9%;122 000 km;2017;2008
55.;Kia Cee´d;21.1%;111 000 km;2017;2008
55.;Seat Leon;21.1%;121 000 km;2017;2008
57.;Opel Astra;21.4%;114 000 km;2017;2008
58.;Škoda Roomster;21.6%;116 000 km;2017;2008
59.;Hyundai Matrix;21.7%;92 000 km;2017;2008
59.;Suzuki Swift;21.7%;90 000 km;2017;2008
59.;Opel Vectra;21.7%;136 000 km;2017;2008
59.;BMW 5;21.7%;159 000 km;2017;2008
63.;Ford Mondeo;21.8%;143 000 km;2017;2008
64.;Mercedes-Benz M;22.1%;150 000 km;2017;2008
65.;Citroën C4 Picasso;22.3%;130 000 km;2017;2008
66.;Volvo S40;22.4%;136 000 km;2017;2008
67.;Ford Focus;22.7%;115 000 km;2017;2008
68.;Kia Sportage;22.8%;109 000 km;2017;2008
69.;Mazda 3;22.9%;98 000 km;2017;2008
69.;Nissan Qashqai;22.9%;109 000 km;2017;2008
71.;Volkswagen Polo;23.3%;96 000 km;2017;2008
71.;Nissan Note;23.3%;102 000 km;2017;2008
73.;Volkswagen Passat;23.6%;166 000 km;2017;2008
74.;Škoda Fabia;23.9%;107 000 km;2017;2008
75.;Renault Modus;24.0%;84 000 km;2017;2008
76.;Mercedes-Benz E;24.4%;159 000 km;2017;2008
76.;Citroën C3;24.4%;87 000 km;2017;2008
78.;Volvo V70;24.5%;178 000 km;2017;2008
79.;Hyundai Tuscon;24.6%;107 000 km;2017;2008
80.;Nissan Micra;24.7%;87 000 km;2017;2008
81.;Mazda 5;24.9%;121 000 km;2017;2008
82.;Renault Clio;25.0%;92 000 km;2017;2008
83.;Fiat Panda;25.5%;86 000 km;2017;2008
84.;Hyundai Atos;25.7%;73 000 km;2017;2008
85.;Peugeot 207;25.8%;89 000 km;2017;2008
86.;Kia Picanto;26.7%;88 000 km;2017;2008
86.;Kia Rio;26.7%;101 000 km;2017;2008
88.;Renault Scénic;26.8%;114 000 km;2017;2008
89.;Fiat Punto;26.9%;99 000 km;2017;2008
90.;Seat Ibiza;27.2%;103 000 km;2017;2008
91.;Citroën C4;27.7%;109 000 km;2017;2008
92.;Citroën Berlingo;28.0%;122 000 km;2017;2008
92.;Volkswagen Fox;28.0%;90 000 km;2017;2008
94.;Kia Sorento;28.1%;133 000 km;2017;2008
94.;Renault Twingo;28.1%;79 000 km;2017;2008
96.;Peugeot 307;28.8%;114 000 km;2017;2008
97.;Ford Ka;29.0%;78 000 km;2017;2008
98.;Alfa Romeo 147;29.3%;106 000 km;2017;2008
99.;Chevrolet Captiva;29.5%;123 000 km;2017;2008
100.;Renault Kangoo;29.9%;115 000 km;2017;2008
101.;Chevrolet Matis;30.0%;73 000 km;2017;2008
102.;Renault Mégane;30.1%;119 000 km;2017;2008
103.;Volkswagen Sharan;30.1%;153 000 km;2017;2008
104.;Dacia Logan;31.5%;111 000 km;2017;2008
105.;Citroën C5;31.9%;141 000 km;2017;2008
106.;Renault Laguna;35.3%;139 000 km;2017;2008
1.;Porsche 911;10.4%;78 000 km;2017;2007
2.;Toyota Corolla Verso;15.8%;133 000 km;2017;2007
3.;Mercedes-Benz SLK;17.4%;93 000 km;2017;2007
4.;Toyota RAV4;17.8%;115 000 km;2017;2007
5.;Honda CRV;18.0%;129 000 km;2017;2007
6.;Toyota Avensis;18.1%;137 000 km;2017;2007
7.;Audi TT;18.2%;110 000 km;2017;2007
8.;Ford Fusion;18.3%;101 000 km;2017;2007
9.;Toyota Corolla;18.8%;116 000 km;2017;2007
10.;Mazda 2;18.9%;99 000 km;2017;2007
